Index,Word,EntityType
54,a,o
54,s,o
54, ,o
54,Küchenstudio,ENTITÄT
54, ,o
54,bietet,BEZIEHUNG
54, ,o
54,verschiedene,KARDINALITÄT
54, ,o
54,Küchenmöbel,ENTITÄT
54, ,o
54,a,o
54,n,o
54,.,o
55,Jedes,KARDINALITÄT
55, ,o
55,Küchenmöbel,ENTITÄT
55, ,o
55,w,o
55,i,o
55,r,o
55,d,o
55, ,o
55,v,o
55,o,o
55,n,o
55, ,o
55,genau einem,KARDINALITÄT
55, ,o
55,Hersteller,ENTITÄT
55, ,o
55,bezogen,BEZIEHUNG
55,.,o
56,J,o
56,e,o
56,d,o
56,e,o
56,s,o
56, ,o
56,Küchenmöbel,ENTITÄT
56, ,o
56,h,o
56,a,o
56,t,o
56, ,o
56,b,o
56,e,o
56,s,o
56,t,o
56,i,o
56,m,o
56,m,o
56,t,o
56,e,o
56, ,o
56,Abmessungen,ATTRIBUT
56, ,o
56,u,o
56,n,o
56,d,o
56, ,o
56,gehört,BEZIEHUNG
56, ,o
56,z,o
56,u,o
56, ,o
56,e,o
56,i,o
56,n,o
56,e,o
56,r,o
56, ,o
56,Kategorie,ENTITÄT
56,.,o
57,D,o
57,i,o
57,e,o
57, ,o
57,Mitarbeiter,ENTITÄT
57, ,o
57,d,o
57,e,o
57,s,o
57, ,o
57,K,o
57,ü,o
57,c,o
57,h,o
57,e,o
57,n,o
57,s,o
57,t,o
57,u,o
57,d,o
57,i,o
57,o,o
57,s,o
57, ,o
57,verkaufen,BEZIEHUNG
57, ,o
57,d,o
57,i,o
57,e,o
57, ,o
57,Küchen,ENTITÄT
57,.,o
57, ,o
58,Küchen,ENTITÄT
58, ,o
58,bestehen aus,BEZIEHUNG
58, ,o
58,mehreren,KARDINALITÄT
58, ,o
58,Küchenmöbeln,ENTITÄT
58,.,o
58, ,o
59,E,o
59,i,o
59,n,o
59, ,o
59,Küchenmöbel,ENTITÄT
59, ,o
59,k,o
59,a,o
59,n,o
59,n,o
59, ,o
59,i,o
59,n,o
59, ,o
59,mehrere,KARDINALITÄT
59, ,o
59,Küchen,ENTITÄT
59, ,o
59,e,o
59,i,o
59,n,o
59,g,o
59,e,o
59,b,o
59,a,o
59,u,o
59,t,o
59, ,o
59,w,o
59,e,o
59,r,o
59,d,o
59,e,o
59,n,o
59,.,o
60,F,o
60,ü,o
60,r,o
60, ,o
60,d,o
60,e,o
60,n,o
60, ,o
60,V,o
60,e,o
60,r,o
60,k,o
60,a,o
60,u,o
60,f,o
60, ,o
60,e,o
60,i,o
60,n,o
60,e,o
60,r,o
60, ,o
60,Küche,ENTITÄT
60, ,o
60,i,o
60,s,o
60,t,o
60, ,o
60,jeweils ein,KARDINALITÄT
60, ,o
60,Mitarbeiter,ENTITÄT
60, ,o
60,z,o
60,u,o
60,s,o
60,t,o
60,ä,o
60,n,o
60,d,o
60,i,o
60,g,o
60,.,o
62,E,o
62,i,o
62,n,o
62,e,o
62, ,o
62,H,o
62,o,o
62,c,o
62,h,o
62,s,o
62,c,o
62,h,o
62,u,o
62,l,o
62,e,o
62, ,o
62,b,o
62,i,o
62,e,o
62,t,o
62,e,o
62,t,o
62, ,o
62,Veranstaltungen,ENTITÄT
62, ,o
62,a,o
62,n,o
62,",",o
62, ,o
62,d,o
62,i,o
62,e,o
62, ,o
62,a,o
62,n,o
62, ,o
62,e,o
62,i,o
62,n,o
62,e,o
62,m,o
62, ,o
62,b,o
62,e,o
62,s,o
62,t,o
62,i,o
62,m,o
62,m,o
62,t,o
62,e,o
62,n,o
62, ,o
62,Wochentag,ATTRIBUT
62, ,o
62,u,o
62,n,o
62,d,o
62, ,o
62,e,o
62,i,o
62,n,o
62,e,o
62,m,o
62, ,o
62,b,o
62,e,o
62,s,o
62,t,o
62,i,o
62,m,o
62,m,o
62,t,o
62,e,o
62,n,o
62, ,o
62,Block,ATTRIBUT
62, ,o
62,i,o
62,n,o
62, ,o
62,e,o
62,i,o
62,n,o
62,e,o
62,m,o
62, ,o
62,b,o
62,e,o
62,s,o
62,t,o
62,i,o
62,m,o
62,m,o
62,t,o
62,e,o
62,n,o
62, ,o
62,Raum,ATTRIBUT
62, ,o
62,s,o
62,t,o
62,a,o
62,t,o
62,t,o
62,f,o
62,i,o
62,n,o
62,d,o
62,e,o
62,n,o
62,.,o
62, ,o
63,J,o
63,e,o
63,d,o
63,e,o
63, ,o
63,d,o
63,i,o
63,e,o
63,s,o
63,e,o
63,r,o
63, ,o
63,Veranstaltungen,ENTITÄT
63, ,o
63,w,o
63,i,o
63,r,o
63,d,o
63, ,o
63,v,o
63,o,o
63,n,o
63, ,o
63,g,o
63,e,o
63,n,o
63,a,o
63,u,o
63, ,o
63,e,o
63,i,o
63,n,o
63,e,o
63,m,o
63, ,o
63,Dozenten,ATTRIBUT
63, ,o
63,a,o
63,n,o
63,g,o
63,e,o
63,b,o
63,o,o
63,t,o
63,e,o
63,n,o
63,",",o
63, ,o
63,v,o
63,o,o
63,n,o
63, ,o
63,d,o
63,e,o
63,m,o
63, ,o
63,Name,ATTRIBUT
63, ,o
63,u,o
63,n,o
63,d,o
63, ,o
63,Vorname,ATTRIBUT
63, ,o
63,b,o
63,e,o
63,k,o
63,a,o
63,n,o
63,n,o
63,t,o
63, ,o
63,s,o
63,i,o
63,n,o
63,d,o
63,.,o
64,E,o
64,i,o
64,n,o
64, ,o
64,Modul,ENTITÄT
64, ,o
64,b,o
64,e,o
64,s,o
64,c,o
64,h,o
64,r,o
64,e,o
64,i,o
64,b,o
64,t,o
64, ,o
64,d,o
64,i,o
64,e,o
64, ,o
64,Veranstaltungen,ENTITÄT
64,",",o
64, ,o
64,d,o
64,i,o
64,e,o
64, ,o
64,a,o
64,n,o
64,g,o
64,e,o
64,b,o
64,o,o
64,t,o
64,e,o
64,n,o
64, ,o
64,w,o
64,e,o
64,r,o
64,d,o
64,e,o
64,n,o
64,.,o
64, ,o
65,F,o
65,u,o
65,̈,o
65,r,o
65, ,o
65,j,o
65,e,o
65,d,o
65,e,o
65,n,o
65, ,o
65,Modul,ENTITÄT
65, ,o
65,g,o
65,i,o
65,b,o
65,t,o
65, ,o
65,e,o
65,s,o
65, ,o
65,e,o
65,i,o
65,n,o
65,e,o
65, ,o
65,e,o
65,i,o
65,n,o
65,d,o
65,e,o
65,u,o
65,t,o
65,i,o
65,g,o
65,e,o
65, ,o
65,Modulnummer,PRIMÄRSCHLÜSSEL
65,",",o
65, ,o
65,e,o
65,i,o
65,n,o
65,e,o
65, ,o
65,Bezeichnung,ATTRIBUT
65, ,o
65,u,o
65,n,o
65,d,o
65, ,o
65,d,o
65,i,o
65,e,o
65, ,o
65,Zahl der CreditPoints,ATTRIBUT
65,",",o
65, ,o
65,d,o
65,i,o
65,e,o
65, ,o
65,n,o
65,a,o
65,c,o
65,h,o
65, ,o
65,e,o
65,r,o
65,f,o
65,o,o
65,l,o
65,g,o
65,r,o
65,e,o
65,i,o
65,c,o
65,h,o
65,e,o
65,m,o
65, ,o
65,A,o
65,b,o
65,s,o
65,o,o
65,l,o
65,v,o
65,i,o
65,e,o
65,r,o
65,e,o
65,n,o
65, ,o
65,d,o
65,e,o
65,n,o
65, ,o
65,S,o
65,t,o
65,u,o
65,d,o
65,i,o
65,e,o
65,r,o
65,e,o
65,n,o
65,d,o
65,e,o
65,n,o
65, ,o
65,z,o
65,u,o
65,g,o
65,e,o
65,r,o
65,e,o
65,c,o
65,h,o
65,n,o
65,e,o
65,t,o
65, ,o
65,w,o
65,e,o
65,r,o
65,d,o
65,e,o
65,n,o
65,.,o
66,Studierende,ENTITÄT
66, ,o
66,besuchen,BEZIEHUNG
66, ,o
66,Veranstaltungen,ENTITÄT
66,.,o
66, ,o
67,Studierende,ENTITÄT
67, ,o
67,h,o
67,a,o
67,b,o
67,e,o
67,n,o
67, ,o
67,e,o
67,i,o
67,n,o
67,e,o
67,n,o
67, ,o
67,Namen,ATTRIBUT
67, ,o
67,u,o
67,n,o
67,d,o
67, ,o
67,Vornamen,ATTRIBUT
67,",",o
67, ,o
67,s,o
67,o,o
67,w,o
67,i,o
67,e,o
67, ,o
67,e,o
67,i,o
67,n,o
67,e,o
67, ,o
67,e,o
67,i,o
67,n,o
67,d,o
67,e,o
67,u,o
67,t,o
67,i,o
67,g,o
67,e,o
67, ,o
67,Matrikelnummer,PRIMÄRSCHLÜSSEL
67,.,o
71,V,o
71,o,o
71,n,o
71, ,o
71,d,o
71,e,o
71,n,o
71, ,o
71,Eigentümern,ENTITÄT
71, ,o
71,d,o
71,e,o
71,r,o
71, ,o
71,K,o
71,F,o
71,Z,o
71, ,o
71,w,o
71,e,o
71,r,o
71,d,o
71,e,o
71,n,o
71, ,o
71,Name,ATTRIBUT
71,",",o
71, ,o
71,Vorname,ATTRIBUT
71,",",o
71, ,o
71,Geburtsdatum,ATTRIBUT
71, ,o
71,u,o
71,n,o
71,d,o
71, ,o
71,d,o
71,i,o
71,e,o
71, ,o
71,Postanschrift,ATTRIBUT
71, ,o
71,m,o
71,i,o
71,t,o
71, ,o
71,Straße,ATTRIBUT
71,",",o
71, ,o
71,Ort,ATTRIBUT
71, ,o
71,u,o
71,n,o
71,d,o
71, ,o
71,PLZ,ATTRIBUT
71, ,o
71,b,o
71,e,o
71,n,o
71,o,o
71,̈,o
71,t,o
71,i,o
71,g,o
71,t,o
71,.,o
72,V,o
72,o,o
72,n,o
72, ,o
72,d,o
72,e,o
72,n,o
72, ,o
72,z,o
72,u,o
72,g,o
72,e,o
72,l,o
72,a,o
72,s,o
72,s,o
72,e,o
72,n,o
72,e,o
72,n,o
72, ,o
72,Fahrzeugen,ENTITÄT
72, ,o
72,w,o
72,i,o
72,r,o
72,d,o
72, ,o
72,d,o
72,i,o
72,e,o
72, ,o
72,Fahrgestellnummer,PRIMÄRSCHLÜSSEL
72, ,o
72,u,o
72,n,o
72,d,o
72, ,o
72,d,o
72,a,o
72,s,o
72, ,o
72,Baujahr,ATTRIBUT
72, ,o
72,v,o
72,e,o
72,r,o
72,z,o
72,e,o
72,i,o
72,c,o
72,h,o
72,n,o
72,e,o
72,t,o
72,.,o
73,A,o
73,u,o
73,ß,o
73,e,o
73,r,o
73,d,o
73,e,o
73,m,o
73, ,o
73,w,o
73,e,o
73,r,o
73,d,o
73,e,o
73,n,o
73, ,o
73,d,o
73,i,o
73,e,o
73, ,o
73,Fahrzeuge,ENTITÄT
73, ,o
73,i,o
73,n,o
73, ,o
73,Typklassen,ISA
73, ,o
73,e,o
73,i,o
73,n,o
73,g,o
73,e,o
73,o,o
73,r,o
73,d,o
73,n,o
73,e,o
73,t,o
73,.,o
73, ,o
74,J,o
74,e,o
74,d,o
74,e,o
74,r,o
74, ,o
74,Fahrzeugtyp,ISA
74, ,o
74,h,o
74,a,o
74,t,o
74, ,o
74,e,o
74,i,o
74,n,o
74,e,o
74,n,o
74, ,o
74,Typcode,PRIMÄRSCHLÜSSEL
74,",",o
74, ,o
74,d,o
74,i,o
74,e,o
74, ,o
74,A,o
74,n,o
74,g,o
74,a,o
74,b,o
74,e,o
74, ,o
74,d,o
74,e,o
74,s,o
74, ,o
74,Herstellers,ATTRIBUT
74,",",o
74, ,o
74,d,o
74,e,o
74,s,o
74, ,o
74,Modells,ATTRIBUT
74, ,o
74,u,o
74,n,o
74,d,o
74, ,o
74,d,o
74,e,o
74,r,o
74, ,o
74,Schadstoffklasse,ATTRIBUT
74,.,o
75,B,o
75,e,o
75,i,o
75, ,o
75,d,o
75,e,o
75,r,o
75, ,o
75,Zulassung eines Fahrzeugs,BEZIEHUNG
75, ,o
75,w,o
75,i,o
75,r,o
75,d,o
75, ,o
75,d,o
75,a,o
75,s,o
75, ,o
75,Kennzeichen,ATTRIBUT
75, ,o
75,v,o
75,e,o
75,r,o
75,g,o
75,e,o
75,b,o
75,e,o
75,n,o
75,.,o
75, ,o
76,D,o
76,i,o
76,e,o
76, ,o
76,Zulassung,BEZIEHUNG
76, ,o
76,f,o
76,i,o
76,n,o
76,d,o
76,e,o
76,t,o
76, ,o
76,z,o
76,u,o
76, ,o
76,e,o
76,i,o
76,n,o
76,e,o
76,m,o
76, ,o
76,b,o
76,e,o
76,s,o
76,t,o
76,i,o
76,m,o
76,m,o
76,t,o
76,e,o
76,n,o
76, ,o
76,Datum,ATTRIBUT
76, ,o
76,s,o
76,t,o
76,a,o
76,t,o
76,t,o
76,.,o
76, ,o
77,E,o
77,i,o
77,n,o
77, ,o
77,Fahrzeug,ENTITÄT
77, ,o
77,k,o
77,a,o
77,n,o
77,n,o
77, ,o
77,a,o
77,u,o
77,c,o
77,h,o
77, ,o
77,a,o
77,b,o
77,g,o
77,e,o
77,m,o
77,e,o
77,l,o
77,d,o
77,e,o
77,t,o
77, ,o
77,w,o
77,e,o
77,r,o
77,d,o
77,e,o
77,n,o
77,",",o
77, ,o
77,d,o
77,a,o
77,n,o
77,n,o
77, ,o
77,w,o
77,i,o
77,r,o
77,d,o
77, ,o
77,d,o
77,a,o
77,s,o
77, ,o
77,Abmeldedatum,ATTRIBUT
77, ,o
77,v,o
77,e,o
77,r,o
77,z,o
77,e,o
77,i,o
77,c,o
77,h,o
77,n,o
77,e,o
77,t,o
77,.,o
77, ,o
80,E,o
80,i,o
80,n,o
80, ,o
80,Flugzeug,ENTITÄT
80, ,o
80,h,o
80,a,o
80,t,o
80, ,o
80,e,o
80,i,o
80,n,o
80,e,o
80,n,o
80, ,o
80,b,o
80,e,o
80,s,o
80,t,o
80,i,o
80,m,o
80,m,o
80,t,o
80,e,o
80,n,o
80, ,o
80,Typ,ATTRIBUT
80,",",o
80, ,o
80,w,o
80,i,o
80,e,o
80, ,o
80,z,o
80,.,o
80,B,o
80,.,o
80, ,o
80,„,o
80,A,o
80,3,o
80,4,o
80,0,o
80,-,o
80,4,o
80,0,o
80,0,o
80,“,o
80,",",o
80, ,o
80,e,o
80,i,o
80,n,o
80, ,o
80,Kennzeichen,PRIMÄRSCHLÜSSEL
80,",",o
80, ,o
80,d,o
80,a,o
80,s,o
80, ,o
80,e,o
80,s,o
80, ,o
80,i,o
80,d,o
80,e,o
80,n,o
80,t,o
80,i,o
80,f,o
80,i,o
80,z,o
80,i,o
80,e,o
80,r,o
80,t,o
80,",",o
80, ,o
80,w,o
80,i,o
80,e,o
80, ,o
80,„,o
80,D,o
80,-,o
80,A,o
80,G,o
80,H,o
80,T,o
80,“,o
80,",",o
80, ,o
80,e,o
80,i,o
80,n,o
80, ,o
80,Baujahr,ATTRIBUT
80, ,o
80,u,o
80,n,o
80,d,o
80, ,o
80,e,o
80,i,o
80,n,o
80,e,o
80, ,o
80,Anzahl von Sitzplätzen,ATTRIBUT
80,.,o
81,Flugzeuge,ENTITÄT
81, ,o
81,legen,BEZIEHUNG
81, ,o
81,Flugstrecken,ENTITÄT
81, ,o
81,z,o
81,u,o
81,r,o
81,u,o
81,̈,o
81,c,o
81,k,o
81,.,o
81, ,o
82,J,o
82,e,o
82,d,o
82,e,o
82, ,o
82,Flugstrecke,ENTITÄT
82, ,o
82,h,o
82,a,o
82,t,o
82, ,o
82,e,o
82,i,o
82,n,o
82,e,o
82, ,o
82,Flugnummer,PRIMÄRSCHLÜSSEL
82,",",o
82, ,o
82,w,o
82,i,o
82,e,o
82, ,o
82,z,o
82,.,o
82,B,o
82,.,o
82, ,o
82,„,o
82,L,o
82,H,o
82,-,o
82,3,o
82,5,o
82,3,o
82,“,o
82,.,o
82, ,o
83,D,o
83,i,o
83,e,o
83, ,o
83,Flugnummer,PRIMÄRSCHLÜSSEL
83, ,o
83,b,o
83,e,o
83,z,o
83,e,o
83,i,o
83,c,o
83,h,o
83,n,o
83,e,o
83,t,o
83, ,o
83,d,o
83,e,o
83,n,o
83, ,o
83,F,o
83,l,o
83,u,o
83,g,o
83, ,o
83,d,o
83,e,o
83,r,o
83, ,o
83,Flugstrecke,ENTITÄT
83, ,o
83,m,o
83,i,o
83,t,o
83,s,o
83,a,o
83,m,o
83,t,o
83, ,o
83,s,o
83,e,o
83,i,o
83,n,o
83,e,o
83,r,o
83, ,o
83,Abflugzeit,PRIMÄRSCHLÜSSEL
83,.,o
83, ,o
84,D,o
84,e,o
84,r,o
84, ,o
84,Flug der Strecke,ENTITÄT
84, ,o
84,w,o
84,i,o
84,r,o
84,d,o
84, ,o
84,s,o
84,o,o
84,m,o
84,i,o
84,t,o
84, ,o
84,d,o
84,u,o
84,r,o
84,c,o
84,h,o
84, ,o
84,d,o
84,i,o
84,e,o
84, ,o
84,Flugnummer,PRIMÄRSCHLÜSSEL
84, ,o
84,u,o
84,n,o
84,d,o
84, ,o
84,d,o
84,e,o
84,n,o
84, ,o
84,Tag,PRIMÄRSCHLÜSSEL
84, ,o
84,d,o
84,e,o
84,r,o
84, ,o
84,F,o
84,l,o
84,u,o
84,g,o
84,s,o
84, ,o
84,e,o
84,i,o
84,n,o
84,d,o
84,e,o
84,u,o
84,t,o
84,i,o
84,g,o
84, ,o
84,f,o
84,e,o
84,s,o
84,t,o
84,g,o
84,e,o
84,l,o
84,e,o
84,g,o
84,t,o
84,.,o
85,Flugstrecken,ENTITÄT
85, ,o
85,f,o
85,u,o
85,̈,o
85,h,o
85,r,o
85,e,o
85,n,o
85, ,o
85,v,o
85,o,o
85,n,o
85, ,o
85,e,o
85,i,o
85,n,o
85,e,o
85,m,o
85, ,o
85,Startflughafen,ATTRIBUT
85, ,o
85,z,o
85,u,o
85, ,o
85,e,o
85,i,o
85,n,o
85,e,o
85,m,o
85, ,o
85,Zielflughafen,ATTRIBUT
85,",",o
85, ,o
85,h,o
85,a,o
85,b,o
85,e,o
85,n,o
85, ,o
85,e,o
85,i,o
85,n,o
85,e,o
85, ,o
85,b,o
85,e,o
85,s,o
85,t,o
85,i,o
85,m,o
85,m,o
85,t,o
85,e,o
85, ,o
85,Dauer,ATTRIBUT
85, ,o
85,u,o
85,n,o
85,d,o
85, ,o
85,e,o
85,i,o
85,n,o
85,e,o
85, ,o
85,b,o
85,e,o
85,s,o
85,t,o
85,i,o
85,m,o
85,m,o
85,t,o
85,e,o
85, ,o
85,Strecke,ATTRIBUT
85, ,o
85,i,o
85,n,o
85, ,o
85,M,o
85,e,o
85,i,o
85,l,o
85,e,o
85,n,o
85,.,o
86,Passagiere,ENTITÄT
86, ,o
86,h,o
86,a,o
86,b,o
86,e,o
86,n,o
86, ,o
86,e,o
86,i,o
86,n,o
86,e,o
86,n,o
86, ,o
86,Namen,ATTRIBUT
86, ,o
86,u,o
86,n,o
86,d,o
86, ,o
86,Vornamen,ATTRIBUT
86,.,o
86, ,o
87,S,o
87,i,o
87,e,o
87, ,o
87,buchen,BEZIEHUNG
87, ,o
87,Flugstrecken,ENTITÄT
87,.,o
88,Frequent Flyers,ISA
88, ,o
88,s,o
88,i,o
88,n,o
88,d,o
88, ,o
88,Passagiere,ENTITÄT
88,",",o
88, ,o
88,d,o
88,i,o
88,e,o
88, ,o
88,h,o
88,a,o
88,̈,o
88,u,o
88,f,o
88,i,o
88,g,o
88, ,o
88,f,o
88,l,o
88,i,o
88,e,o
88,g,o
88,e,o
88,n,o
88, ,o
88,u,o
88,n,o
88,d,o
88, ,o
88,a,o
88,m,o
88, ,o
88,P,o
88,r,o
88,a,o
88,̈,o
88,m,o
88,i,o
88,e,o
88,n,o
88,p,o
88,r,o
88,o,o
88,g,o
88,r,o
88,a,o
88,m,o
88,m,o
88, ,o
88,t,o
88,e,o
88,i,o
88,l,o
88,n,o
88,e,o
88,h,o
88,m,o
88,e,o
88,n,o
88,.,o
89,S,o
89,i,o
89,e,o
89, ,o
89,haben,BEZIEHUNG
89, ,o
89,e,o
89,i,o
89,n,o
89, ,o
89,Meilenkonto,ENTITÄT
89, ,o
89,m,o
89,i,o
89,t,o
89, ,o
89,e,o
89,i,o
89,n,o
89,e,o
89,r,o
89, ,o
89,e,o
89,i,o
89,n,o
89,d,o
89,e,o
89,u,o
89,t,o
89,i,o
89,g,o
89,e,o
89,n,o
89, ,o
89,Kontonummer,PRIMÄRSCHLÜSSEL
89,.,o
89, ,o
90,U,o
90,̈,o
90,b,o
90,e,o
90,r,o
90, ,o
90,j,o
90,e,o
90,d,o
90,e,o
90,n,o
90, ,o
90,Frequent Flyer,ENTITÄT
90, ,o
90,i,o
90,s,o
90,t,o
90, ,o
90,b,o
90,e,o
90,k,o
90,a,o
90,n,o
90,n,o
90,t,o
90,",",o
90, ,o
90,w,o
90,i,o
90,e,o
90,v,o
90,i,o
90,e,o
90,l,o
90,e,o
90, ,o
90,Prämienmeilen,ATTRIBUT
90, ,o
90,e,o
90,r,o
90, ,o
90,b,o
90,i,o
90,s,o
90,h,o
90,e,o
90,r,o
90, ,o
90,a,o
90,n,o
90,g,o
90,e,o
90,s,o
90,a,o
90,m,o
90,m,o
90,e,o
90,l,o
90,t,o
90, ,o
90,h,o
90,a,o
90,t,o
90,.,o
92,Ein,KARDINALITÄT
92, ,o
92,LKW,ENTITÄT
92, ,o
92,w,o
92,i,o
92,r,o
92,d,o
92, ,o
92,v,o
92,o,o
92,n,o
92, ,o
92,einem,KARDINALITÄT
92, ,o
92,Fahrer,ENTITÄT
92, ,o
92,gefahren,BEZIEHUNG
92,.,o
92, ,o
93,D,o
93,a,o
93,s,o
93, ,o
93,Unternehmen,ENTITÄT
93, ,o
93,unterhält,BEZIEHUNG
93, ,o
93,mehrere,KARDINALITÄT
93, ,o
93,Werkstätten,ENTITÄT
93, ,o
93,z,o
93,u,o
93,r,o
93, ,o
93,R,o
93,e,o
93,p,o
93,a,o
93,r,o
93,a,o
93,t,o
93,u,o
93,r,o
93, ,o
93,d,o
93,e,o
93,r,o
93, ,o
93,L,o
93,K,o
93,W,o
93,.,o
93, ,o
94,I,o
94,n,o
94, ,o
94,jeder,KARDINALITÄT
94, ,o
94,Werkstatt,ENTITÄT
94, ,o
94,w,o
94,e,o
94,r,o
94,d,o
94,e,o
94,n,o
94, ,o
94,mehrere,KARDINALITÄT
94, ,o
94,LKW,ENTITÄT
94, ,o
94,repariert,BEZIEHUNG
94,",",o
94, ,o
94,a,o
94,b,o
94,e,o
94,r,o
94, ,o
94,j,o
94,e,o
94,d,o
94,e,o
94,r,o
94, ,o
94,LKW,ENTITÄT
94, ,o
94,h,o
94,a,o
94,t,o
94, ,o
94,e,o
94,i,o
94,n,o
94,e,o
94, ,o
94,i,o
94,h,o
94,m,o
94, ,o
94,f,o
94,e,o
94,s,o
94,t,o
94, ,o
94,z,o
94,u,o
94,g,o
94,e,o
94,w,o
94,i,o
94,e,o
94,s,o
94,e,o
94,n,o
94,e,o
94, ,o
94,Werkstatt,ENTITÄT
94,.,o
94, ,o
95,D,o
95,i,o
95,e,o
95, ,o
95,Mechaniker,ENTITÄT
95,",",o
95, ,o
95,d,o
95,i,o
95,e,o
95, ,o
95,e,o
95,i,o
95,n,o
95,e,o
95,r,o
95, ,o
95,Werkstatt,ENTITÄT
95, ,o
95,jeweils,KARDINALITÄT
95, ,o
95,f,o
95,e,o
95,s,o
95,t,o
95, ,o
95,zugeordnet,BEZIEHUNG
95, ,o
95,s,o
95,i,o
95,n,o
95,d,o
95,",",o
95, ,o
95,k,o
95,o,o
95,̈,o
95,n,o
95,n,o
95,e,o
95,n,o
95, ,o
95,v,o
95,e,o
95,r,o
95,s,o
95,c,o
95,h,o
95,i,o
95,e,o
95,d,o
95,e,o
95,n,o
95,e,o
95, ,o
95,Reparaturarbeiten,ENTITÄT
95, ,o
95,durchführen,BEZIEHUNG
95,.,o
95, ,o
96,B,o
96,e,o
96,i,o
96, ,o
96,vielen,KARDINALITÄT
96, ,o
96,Reparaturarbeiten,ENTITÄT
96, ,o
96,b,o
96,e,o
96,s,o
96,i,o
96,t,o
96,z,o
96,e,o
96,n,o
96, ,o
96,a,o
96,u,o
96,c,o
96,h,o
96, ,o
96,mehrere,KARDINALITÄT
96, ,o
96,Mechaniker,ENTITÄT
96, ,o
96,i,o
96,n,o
96, ,o
96,d,o
96,e,o
96,r,o
96, ,o
96,j,o
96,e,o
96,w,o
96,e,o
96,i,o
96,l,o
96,i,o
96,g,o
96,e,o
96,n,o
96, ,o
96,W,o
96,e,o
96,r,o
96,k,o
96,s,o
96,t,o
96,a,o
96,t,o
96,t,o
96, ,o
96,d,o
96,i,o
96,e,o
96, ,o
96,F,o
96,a,o
96,̈,o
96,h,o
96,i,o
96,g,o
96,k,o
96,e,o
96,i,o
96,t,o
96,",",o
96, ,o
96,d,o
96,i,o
96,e,o
96,s,o
96,e,o
96, ,o
96,durchzuführen,BEZIEHUNG
96,.,o
97,Ein,KARDINALITÄT
97, ,o
97,Automobilkonzern,ENTITÄT
97, ,o
97,besitzt,BEZIEHUNG
97, ,o
97,mehrere,KARDINALITÄT
97, ,o
97,Marken,ENTITÄT
97,.,o
97, ,o
98,E,o
98,i,o
98,n,o
98,e,o
98, ,o
98,Marke,ENTITÄT
98, ,o
98,w,o
98,i,o
98,r,o
98,d,o
98, ,o
98,u,o
98,̈,o
98,b,o
98,e,o
98,r,o
98, ,o
98,d,o
98,i,o
98,e,o
98, ,o
98,Markennummer,PRIMÄRSCHLÜSSEL
98, ,o
98,e,o
98,i,o
98,n,o
98,d,o
98,e,o
98,u,o
98,t,o
98,i,o
98,g,o
98, ,o
98,i,o
98,d,o
98,e,o
98,n,o
98,t,o
98,i,o
98,f,o
98,i,o
98,z,o
98,i,o
98,e,o
98,r,o
98,t,o
98,.,o
98, ,o
99,Ein,KARDINALITÄT
99, ,o
99,Automobilkonzern,ENTITÄT
99, ,o
99,beschäftigt,BEZIEHUNG
99, ,o
99,mehrere,KARDINALITÄT
99, ,o
99,Beraterfirmen,ENTITÄT
99,.,o
99, ,o
100,Eine,KARDINALITÄT
100, ,o
100,Beraterfirma,ENTITÄT
100, ,o
100,k,o
100,a,o
100,n,o
100,n,o
100, ,o
100,b,o
100,e,o
100,i,o
100, ,o
100,mehreren,KARDINALITÄT
100, ,o
100,Automobilkonzernen,ENTITÄT
100, ,o
100,beschäftigt,BEZIEHUNG
100, ,o
100,s,o
100,e,o
100,i,o
100,n,o
100,.,o
101,Eine,KARDINALITÄT
101, ,o
101,Autovermietung,ENTITÄT
101, ,o
101,besitzt,BEZIEHUNG
101, ,o
101,viele,KARDINALITÄT
101, ,o
101,v,o
101,e,o
101,r,o
101,s,o
101,c,o
101,h,o
101,i,o
101,e,o
101,d,o
101,e,o
101,n,o
101,e,o
101, ,o
101,Automodelle,ENTITÄT
101,.,o
101, ,o
102,J,o
102,e,o
102,d,o
102,e,o
102,s,o
102, ,o
102,Automodell,ENTITÄT
102, ,o
102,k,o
102,a,o
102,n,o
102,n,o
102, ,o
102,d,o
102,u,o
102,r,o
102,c,o
102,h,o
102, ,o
102,d,o
102,a,o
102,s,o
102, ,o
102,S,o
102,c,o
102,h,o
102,l,o
102,u,o
102,̈,o
102,s,o
102,s,o
102,e,o
102,l,o
102,a,o
102,t,o
102,t,o
102,r,o
102,i,o
102,b,o
102,u,o
102,t,o
102, ,o
102,„Modellnummer“,PRIMÄRSCHLÜSSEL
102, ,o
102,e,o
102,i,o
102,n,o
102,d,o
102,e,o
102,u,o
102,t,o
102,i,o
102,g,o
102, ,o
102,i,o
102,d,o
102,e,o
102,n,o
102,t,o
102,i,o
102,f,o
102,i,o
102,z,o
102,i,o
102,e,o
102,r,o
102,t,o
102, ,o
102,w,o
102,e,o
102,r,o
102,d,o
102,e,o
102,n,o
102,.,o
102, ,o
103,Z,o
103,u,o
103, ,o
103,jedem,KARDINALITÄT
103, ,o
103,Modell,ENTITÄT
103, ,o
103,gehört,BEZIEHUNG
103, ,o
103,e,o
103,i,o
103,n,o
103,e,o
103, ,o
103,Vielzahl,KARDINALITÄT
103, ,o
103,a,o
103,n,o
103, ,o
